COD_TAB;REST_CLAVE;MEMO_FIJO;MEMO_FIJ1,C,6
T03;48178014;PRODUCCION Y ARCHIVACION DE DOCUMENTOS;
T03;48178016;DESCRIPCION Y CATALOGACION;
T03;48178017;ADMINISTRACION ARGENTINA Y AMERICANA;
T03;48178018;PALEOGRAFIA Y DIPLOMATICA HISPANOAMERICANAS;
T03;48178019;BIBLIOTECAS,MUSEOS Y CENTROS DE DOCUMENTACION;
T03;48178021;LEGISLACION Y SERVICIOS;
T03;48178022;METODOLOGIA HISTORICA Y ARCHIVOS HISTORICOS;
T03;48178023;SELECCION;
T03;48178024;ARCHIVOS ADMINISTRATIVOS;
T03;48178026;ARCHIVOCONOMIA CONSERVACION Y RESTAURACION;
T03;48178027;REPRODUCCIONES ARCHIVISTICAS;
T03;48178028;PLANIFICACION DE ARCHIVOS;
T03;48178029;METODOLOGIA Y PRACTICAS ARCHIVISTICAS;
T03;48178039;PRUEBA DE CAPACITACION DE IDIOMA INGLES;
T03;48178040;PRUEBA DE CAPACITACION DE IDIOMA FRANCES;
T02;48186;ARCHIVERO;
T03;48186011;ARCHIVOLOGIA GENERAL;
T03;48186012;ORDENACION DOCUMENTAL;
T03;48186013;INSTITUCIONES HISPANOAMERICANAS;
T03;48186014;PRODUCCION Y ARCHIVACION DE DOCUMENTOS;
T03;48186016;DESCRIPCION DOCUMENTAL;
T03;48186017;ADMINISTRACION ARGENTINA;
T03;48186018;PALEOGRAFIA Y DIPLOMATICA HISPANOAMERICANAS;
T03;48186019;BIBLIOTECAS,MUSEOS Y CENTROS DE DOCUMENTACION;
T03;48186021;LEGISLACION Y SERVICIOS;
T03;48186022;METODOLOGIA HISTORICA Y ARCHIVOS HISTORICOS;
T03;48186023;SELECCION DOCUMENTAL;
T03;48186024;ARCHIVOS ADMINISTRATIVOS;
T03;48186026;ARCHIVECONOMIA;
T03;48186027; REPROGRAFIA;
T03;48186028;PLANIFICACION ARCHIVISTICA;
T03;48186029;METODOLOGIA Y PRACTICA ARCHIVISTICA;
T03;48186039;PRUEBA DE COMPETENCIA DE IDIOMA INGLES;
T03;48186040;PRUEBA DE COMPETENCIA DE IDIOMA FRANCES;
T03;48186041;CONSERVACION Y RESTAURACION DE DOCUMENTOS;
T03;48186042;INFORMATICA;
T03;48186043; PRUEBA DE COMPETENCIA DE IDIOMA ITALIANO;
T03;48186044;PRUEBA DE COMPETENCIA DE IDIOMA PORTUGUES;
T03;48186045;PRUEBA DE COMPETENCIA DE IDIOMA ALEMAN;
T03;48186102;CURSO NIVELACION (ARCHIVEROS);
T03;44186182;HISTORIA DEL DERECHO (OPTATIVA);
T03;40186193;"SEM.""LOG. ARISTOTELICA""(AREA METAFISICA).OPT.";
T03;42186069; HISTORIA DEL CINE (ESC. DE ARTES);
T03;44193154;OPT.HIST.DE LA CULTURA MEDIEVAL;
T03;44193155;OPTATIVA  HISTORIA DE LA CULTURA MODERNA;
T03;44193156;HISTORIA DE LA CULTURA CONTEMPORANEA;
T03;40186194;SEMINARIO LA HISTORIA COMO VIOLENCIA;
T03;46186094;INTROD.AL PROCESAMIENTO DE DATOS (ESC.BIBLIOT;
T03;46186095;ELECTIVA INT. AL PROCESAM. DE DATOS (ESC.BIBL;
T03;46178046;PROBLEMAS EPISTEMOLOGICOS DE LA PSICOLOGIA I;
T03;41186105;HIST.EDAD MEDIA(OPTATIVA DICTA ESC. HISTORIA);
T03;41186106;OPTATIVA -FILOSOFIA DEL LENGUAJE I;
T03;44186183;CURS\SEM.TIEMPO,ESPACIO Y COMP.SOC.EN CBA.I;
T03;44186184;CUR/SEM.TIEMPO,ESPACIO Y COMP.SOC.EN CBA. II;
T03;45186078;COMUNICACION Y LENGUAJE (DICTA ESC. FONOAUD.);
T03;40186199;SEMINARIO:BACON,DE LA MAGIA A LA CIENCIA;
T03;40186200;SEMINARIO: SISTEMAS AXIOMATICOS;
T03;40186195;"SEMINARIO:*""EN BUSCA DEL AUTOR""*";
T03;40186196;SEM.:RACIONALIDAD CONTING. Y LIB. EN DES.HUM.;
T03;40186197;"SEMINARIO "" FIL. DE LA HISTORIA DEL SIGLO XX""";
T03;40186198;SEM:PROB.ACTUALES SOBRE FIL. DE LA MENTE;
T03;46186150;APORTES ENFOQUE SISTEMICO A LA PSIC.(ELECTIVA;
T03;46186153;SEM.ENT.PSICOTERAPEUTICAS EN FLIA Y PAREJA;
T03;46186155;SEM. SEMIOSIS SOCIAL;
T03;40186201;SEM:LA COMP.HISTORICA DE LA OBRA DE ARTE Y LA;
T03;40186202;SEM:LA CONSID. HIST.EN HEGEL Y LA POSMODERNI.;
T03;40186203;SEM:TEMAS FILOSOFICOS EN LA OBRA DE BORGES;
T03;44193165;SEMINARIO*HISTORIA MEDIEVAL;
T03;44193118;SEM. HISTORIA DE LA CULTURA;
T03;44193168;SEMINARIO * HISTORIA CONTEMPORANEA;
T03;44186190;SEMINARIO * INTR. ECONOMIA POLITICA;
T03;44193190;SEMINARIO DE ECONOMIA POLITICA;
T03;44186191;CURSILLO * FILOSOFIA CONTEMP   (ESC.FILOSOFIA;
T03;44193191;CURSILLO* FILOSOFIA CONTEMPORANEA (DIC.FILOSOFIA);
T03;42186091;FILOSOFIA ARG. Y LATINOAMERICANA (ESC FILOSOF;
T03;40186204;HISTORIA DE LA LITERATURA GRIEGA II;
T03;46186156;SEM.EPISTEMOLOGIA DE LA CLINICA;
T03;40186099;SEMINARIO SOBRE CRITICA DEL JUICIO;
T03;42186065;SEM.DE LINGUISTICA DEL TEXTO Y ANALISIS LITER;
T03;45186200;INTRODUCC.A LA LOGICA Y EPISTEM.DE LAS C.SOCIALES;
T03;45186201;HISTORIA SOCIAL DE LA EDUCACION;
T03;45186202;TALLER I;
T03;45186203;TALLER II PROB.DE LA EDUCAC.NO FORMAL NIV.INICIAL;
T03;45186204;METODOLOGIA DE LA INVESTIGACION EDUCATIVA  I;
T03;45186205;CORRIENTES PEDAGOGICAS CONTEMPORANEAS;
T03;45186206;METODOLOGIA DE LA INVESTIGACION EDUCATIVA II;
T03;45186207;TALLER III PROBLEM.NIVEL.PRIMARIO Y MEDIO;
T03;45186208;TALLER IV PROB. DEL NIVEL SUPERIOR UNIVERSITARIO;
T03;42186110;SEM.GRAMATICA.SISTEM.YCONST.VERBALES ESP(OPT);
T03;41186075;"SEM.""APUNTES PARA UNA LINGUISTICA COTIDIANA""";
T03;46186033;SOCIOLOGIA (MATERIA ELECTIVA);
T03;40186100;LENGUA Y CULTURA GRIEGAS I;
T03;42186068;SEMINARIO DE LINGUISTICA;
T03;41186062;SEMINARIO DE LINGUISTICA;
T03;40186101;LENGUA Y CULTURA LATINA II;
T03;44193192;SEMINARIO OPTATIVO DE AREA;
T03;44193200;ELECTIVA * PS.DE MASAS Y MED.DE COMUNICACION;
T03;44186192;PSICOLOGIA SOCIAL.MATERIA OPT.( DIC.ESC.PSICO;
T03;44193201;ELECTIVA *   PSICOLOGIA SOCIAL;
T03;46186096;ELEC. ANALISIS SIST. DE BIBLIOT. (ESC BI;
T03;42186899;"CURSO LIT.ESP.""LA NOV.PICARESCA Y SU PROYECC""";
T03;45186209;SEMINARIO II:ORIENTACION  PLANEAMIENTO;
T03;40186205;LENGUA Y CULTURA GRIEGAS II;
T03;41186107;ANTROPOLOGIA SOCIO-CULTURAL(DIC.ESC.HISTORIA;
T03;44193202;CURSILLO *  DE HISTORIA MODERNA;
T03;44193204;CURS. DE HISTORIA ANTIGUA;
T03;44193206;CURSILLO  *  TALLER DE APLICACION;
T03;44193208;SEM. HISTORIA ARGENTINA I;
T03;44193209;SEMINARIO *  TEORIA POLITICA;
T03;44193211;SEMINARIO * HIST. DE LA CULTURA CONTEMPORANEA;
T03;45186212;SEMINARIO I: ORIENTACION PLANEAMIENTO;
T03;45186214;SEMINARIO I: ORIENTACION PSICOPEDAGOGIA;
T03;45186216;SEMINARIO II: ORIENTACION PSICOPEDAGOGIA;
T03;45186218;SEMINARIO I: ORIENTACION EDUCACION DE ADULTOS;
T03;45186220;SEMINARIO II: ORIENTACION EDUCACION DE ADULTOS;
T03;45186222;SEMINARIO II: ORIENTACION TECNOLOGIA EDUCATIVA;
T03;46186158;PSICOLOGIA EN EL DEPORTE;
T03;46186160;SEMINARIO* EMOCION;
T03;46186161;SEM. TEORIA Y PART.PSICODRAMA A.PSICOLOG.SOCIAL;
T03;44193214;HISTORIA DE LAS RELACIONES INTERAMERICANA;
T03;44193216;CURS HISTORIA ARGENTINA I EL ESTADO ORGANIZADOR;
T03;42186092;FILOSOFIA MODERNA (DICTA ESC. FILOSOFIA );
T03;42186093;FILOSOFIA CONTEMPORANEA (DICTA ESC. FILOSOFIA;
T03;44193167;SEMINARIO DE HISTORIA DE AMERICA II;
T03;40186206;"SEMINARIO "" TIPOS LOGICOS """;
T03;40186207;"SEM.""INT.A LA SEG.FILOSOFIA DE WITTGENSTEIN""";
T03;40186208;"SEM.""INTRODUC.EPISTEMOLOGICA A LA COSMOLOGIA""";
T03;40186212;"SEMINARIO "" FENOMENOLOGIA""";
T03;40186211;"SEMINARIO ""DIALECTICA Y HERMENEUTICA""";
T03;40186209;"SEM.PERSPECT.EPISTEM.Y COMP.DEL DESC.CIENTIF""";
T03;40186210;ECONOMIA POLITICA;
T03;40186213;"""METODOS DE LA INVESTIGACION SOCIAL """;
T03;40186217;DERECHO POLITICO;
T03;44193217;DERECHO POLITICO;
T03;46186162;ANTROPOLOGIA FILOSOFICA (ELECTIVA );
T03;44186202;CURSILLO - DE HISTORIA MODERNA;
T03;44186204;CURSILLO  DE HISTORIA ANTIGUA;
T03;44186206;CURSILLO - TALLER DE APLICACION;
T03;44186208;SEMINARIO * HISTORIA ARGENTINA;
T03;44186209;SEMINARIO * TEORIA POLITICA;
T03;44186211;SEMINARIO * HIST. DE LA CULTURA CONTEMPORANEA;
T03;44193171;SEMINARIO * HISTORIA DE AMERICA I;
T03;44186171;SEMINARIO * HISTORIA DE AMERICA Il;
T03;44186214;OPTATIVA*HISTORIA DE LAS REL. INTERAMERICANAS;
T03;44186216;CURSILLO DE HISTORIA ARGENTINA I;
T03;46186841;PSICOPEDAGOGIA TEATRAL * (ARTES – TEATRO);
T03;46186842;SEM.TEORIA DE LA COMUNICAC SOCIAL;
T03;46186844;PSIC.DE LOS GRUPOS E INST.EDUCATIVAS* (C.EDUCACION);
T03;46186800;HISTORIA DE LA CULTURA * (ESC. HISTORIA);
T03;46186801;ETNOHISTORIA ANDINA * (ESC. DE HISTORIA);
T03;46186802;TEORIA POLITICA * (ESC. DE HISTORIA);
T03;46186803;ECONOMIA POLITICA * (ESC. DE HISTORIA);
T03;46186804;HISTORIA DE LA INDUSTRIA * (ESC. DE HISTORIA);
T03;46186805;HIS. DE LOS CONFLICTOS SOCIAL.* (ESC HISTORIA;
T03;46186806;INTRODUCCION A LA HISTORIA*(ESC. DE HISTORIA);
T03;46186810;LOGICA I  * (ESC. FILOSOFIA);
T03;46186812;LOGICA II * (ESC. DE FILOSOFIA);
T03;46186814;ETICA I * (ESC. DE FILOSOFIA);
T03;46186816;ETICA II * (ESC. DE FILOSOFIA);
T03;46186818;FILOSOFIA DEL LENGUAJE II(ESC. FILOSOFIA);
T03;46186820;EPISTEMOL. DE LAS CS. SOCIALES*(ESC FILOSOFIA);
T03;46186821;HIST. DE LAS CIENCIAS II *(ESC.DE FILOSOFIA);
T03;46186822;SOCIOLOGIA * (ESC. FILOSOFIA);
T03;46186830;MITO Y REL. EN GRECIA Y ROMA*(ESC LETRAS);
T03;46186831;LINGUISTICA GENERAL *(ESC. DE LETRAS);
T03;46186832;SEMIOTICA LITERARIA I *(ESC. DE LETRAS);
T03;46186833;SEMIOTICA LITERARIA II * (ESC. DE LETRAS);
T03;46186834;ANALISIS DE ESTRATE. DEL DISCURSO*(ESC LETRAS);
T03;45186211;SEMINARIO I: ORIENTACION TEGNOLOGICA EDUCATIVA;
T03;40186214;SEMINARIO DE INVESTIGACION FILOLOGICA;
T03;46186843;"SEMINARIO "" ACERCA DEL MALESTAR """;
T03;46186157;SEMINARIO ACERCA DEL MALESTAR;
T03;44186185;SEM. TIEMPO,ESPACIO Y COM. SOCIALES EN CORDOBA;
T03;40186215;"SEM.LA CONS. DE LA HIST. EN HEGEL Y LA POSTMODER""";
T03;44193110;FILOSOFIA POLITICA I;
T03;42186115;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;46186845;GRAMATICA III (DICTA ESC. LETRAS MODERNA;
T03;46186163;TEORIA DE LA COMUNICACION SOCIAL (ESC. CINE);
T03;46186164;SEMIOTICA APLICADA I (ESC. DE TEATRO);
T03;40186218;SEMINARIO GALILEO HERETICO;
T03;40186219;"SEMINARIO "" ARTE E HISTORIA DEL ARTE """;
T03;40186220;"SEMINARIO "" KAFKA Y LA CIUDAD SIN LIMITES """;
T03;40186221;" SEMINARIO "" LA PRUEBA DE GODEL """;
T03;40186222;"SEM.""SISTEMAS DINAMICOS EN CIENCIAS SOCIALES""";
T03;40186223;"SEMINARIO "" LECTURA DE HEGEL """;
T03;40186224;"SEMINARIO "" FOULCAULT:EL SUJETO Y EL PODER """;
T03;40186225;"SEM.""CREATIVIDAD LIT. Y DESCUBRIMIENTO CIENTIFIC";
T03;40186226;"SEM.""ASPEC.Y PROBLEM.DEL CONCEP.PUEBLO EN EL PENS";
T03;40186227;" SEM.LOS GRANDES SIST.YLA GENE.DE LA HERMENEUTICA""";
T03;46186228;"SEMINARIO "" WITTGENSTEIN,EL CINE Y EL ESCEPTICISM";
T03;40186228;"SEM.""WITTGENSTEIN,EL ESCEPTICISMO Y FORMA DE VIDA";
T03;46186165;SEMINARIO: LA PAREJA ABORDAJE SISTEMIC;
T03;46186166;SEMINARIO: VIOLENCIA CONYUGAL;
T03;46186167;SEMINARIO: PROYECTO DE INVESTIGACION;
T03;46186168;SEMINARIO: METODO EXPERIMENTAL AYER Y HOY;
T03;46186169;SEMINARIO: PSICODINAMISMOS DE LA FLIA. VIOLENTA;
T03;46186850;SEMINARIO: PSICOGENESIS DE LA LENGUA ESCRITA I;
T03;46186170;SEMINARIO: ESTRATEGIAS DE INTERVENC. COMUNITARIA;
T03;46186852;"ELECTIVA""FORMACION EXPRESIVA I""DPTO.TEATRO ESC.AR";
T03;44186133;"SEM""EL DISCURSO POLITICO EN LAS CRONICAS CASTELLA";
T03;40186229;SEMINARIO: LA ESCUELA DE FRANKFURT;
T03;40186230;SEMINARIO: LA FILOSOFIA DE ALBERD;
T03;44186217;HERMENEUTICA DEL TEXTO LITERARIO;
T03;44193219;SEMINARIO INTRODUCCION A LA PROBLEM. FILOSOFICA;
T03;44193220;SEM.GLOBALIZ.ECONOM.ETNICIDAD Y DEVENIR DE LA MEM;
T03;44193221;SEMINARIO INTROD. POLITICA CONTEMPORANEA CORDOBA;
T03;44193222;"SEMINARIO ""ERGOLOGIA Y TECNOLOGIA""";
T03;44193223;CURSILLO DE HISTORIA DE LA EDAD MEDIA;
T03;44193224;CURSILLO DE ECONOMIA POLITICA;
T03;44193225;CURSILLO DE ETNOHISTORIA;
T03;44193218;ALTAS CULTURAS AMERICANAS;
T03;42186116;FIN DE SIGLO:GENEROS SEXUALES Y TRANSFORM.ESTETIC;
T03;42186117;PREP.PARA PRAC.LABORALES EN LENGUA Y LITERATURA;
T03;42186118;"SDE LA ORACION A999932 100 SEMINARITEXTO """;
T03;42186119;LA SOCIOLINGUIS.Y EL PENSAM.DE ALG.TEORICOS ITALI;
T03;42186120;VISION HERMENEUTICA DEL PROB.DEL TIEMPO EN LA FIC;
T03;41186081;SEMINARIO DE LECTURA DE TEXTOS FILOSOFICOS GRIEGO;
T03;41186082;INTRODUCCION AL GRIEGO FILOSOFICO (MAT. ANUAL);
T03;46178850;SEM. DE PSICOGENESIS DE LA LENGUA ESCRITA I;
T03;44193193;CURSILLO DEL CICLO DE FORMACION (LICENCIATURA);
T03;44193194;MATERIA OPTATIVA (PARA EL PROFESORADO);
T03;42186094;SEM.DE LECTURA DE TEXTOS FILOSOF.GRIEGOS;
T03;42186121;CURSO DE M. BAJTIN. PALABRA/MUNDO/NOVELA;
T03;44186200;SEM.UNA TENTATIVA DE INTERPRE.DE LA HIST.COREANA;
T03;40186059;"""LENGUA Y CULTURA LATINAS I""";
T03;42186122;MAT.ELEC.EL ARTE POETICA DE HORACIO Y LA ESTETICA;
T03;46886074;PSICOLOGIA EVOLUTIVA DE LA ADOLESCENCIA Y JUVENT.;
T03;40178197;SEM.LA IDEA DEL MUNDO EN HUSSERL,HEIDEGGER,SARTRE;
T03;40178203;"SEM.""TEMAS FILOSOFICOS EN LA OBRA DE BORGES""";
T03;40186231;"SEM.""LA FILOSOFIA EN ALBERDI""(SEM.FIL.HISTORIA)";
T03;40178198;"SEM.""LA FILOSOFIA EN ALBERDI""(SEM.DE FIL.HISTORIA)";
T03;44193226;LINGUISTICA GENERAL(OPTATIVA DICTA ESC.LETRAS M.);
T03;44193227;"CURS.HIS.ESP""EL CONCEPTO DE LA RECONQUISTA”";
T03;40178199;"SEMINARIO ""LECTURA DE HEGEL """;
T03;42186123;"SEMINARIO "" KAFKA Y LA CIUDAD “";
T03;44186210;FILOSOFIA ARGENTINA Y LATINOAMERICANA;
T03;46178108;" ""PSICOPATOLOGIA II""";
T03;46178109;"APORTES DE LA PSICOFARMACOLOGIA""";
T03;40186137;"SEMINARIO ""EL CONCEPTO DE LO MENTAL """;
T03;44193228;FILOSOFIA ARGENTINA Y LATINOAMERICANA;
T03;40178200;"SEM SOBRE FOULCAULT:""EL SUJETO Y EL PODER”";
T03;41186083;"SEM. DE HIST. LITERATURA GRIEGA I""";
T03;40186230;"EM.: "" LA FILOSOFIA EN ALBERDI """;
T03;40186231;"SEM.:""LECTURA DE TEXTOS FILOSOFICOS GRIEGOS""";
T03;40186232;"SEM.:""INTRODUCCION AL GRIEGO FILOSOFICO”";
T03;44193205;INGUISTICA GENERAL;
T03;44193207;SEMIOTICA LITERARIA I(DICTA ESC. LETRAS. OPTATIVA;
T03;41186084;"""HERMENEUTICA DEL TEXTO LIT.""(OPT.DICTA L. MODER.)";
T03;46186121;PSICOLOGIA DE LA PERSONALIDAD(MATERIA ELECTIVA);
T03;44186215;OPTATIVA - PSICOLOGIA Y DERECHOS HUMANOS;
T03;45186107;FORMACION SONORA I (MATERIA OPTATIVA );
T03;42186124;"SEM.""UBICACION FILOSOF.SEMIOTICA DE KRISTEVA";
T03;42186125;"SEMINARIO "" EL PENSAMIENTO UTOPICO”";
T03;40186233;HISTORIA CONTEMPORANEA;
T03;46186200;"""PSIC.EN REHABILITACION PEDIATRICA""ELEC.NO PERM.";
T03;46186201;"""CLINICA PSIC.PERSPECTIVA LACANIANA"" ELEC. NO PER";
T03;46186202;"""TEORIAS Y FILOSOF. DE LA MENTE"" SEM.ELECT.NO PER";
T03;46186203;"""S.P.S.S. 5.0 "" SEMINARIO ELEC. NO PERMANENTE";
T03;46186204;"""S.P.S.S. 5.0 "" SEMINARIO ELEC. NO PERMANENTE";
T03;46186205;"""INTRODUCCION AL DERECHO"" ELECTIVA EXP. PILOT";
T03;46186206;"""EXTENSION RURAL "" ELECTIVA";
T03;44193117;""" METAFISICA I"" (DICTA ESC. DE FILOSOFIA)";
T03;46178141;"""PSICOPEDAGOGIA TEATRAL";
T03;45186135;"""ESTRATEGIAS INTERV.COMUNITARIA"" DICTA ESC.PSIC.";
T03;40178110;"""SEMINARIO DE ESTETICA""";
T03;40178195;""" SEMINARIO EN BUSCA DEL AUTOR """;
T03;44193229;CURSILLO SOBRE ARQUEOLOGIA DEL NOROESTE ARGENTINO;
T03;44193230;CURSILLO  DE GEOGRAFIA HUMANA;
T03;44193229;CURS SOBRE ARQUEOLOGIA DEL NOROESTE ARGENTINO;
T03;40178204;TEORIA POLITICA;
T03;40178205;HISTORIA DE LA FILOSOFIA PRACTICA;
T03;40186234;"SEMINARIO: ""FILOSOFÍA DE LA MENTE”";
T03;40186235;"SEMINARIO: ""TEORIAS DE LA VERDAD”";
T03;40186236;"SEM.""PRINCIPIOS DE FENOMENOLOGIA: KIERKEGAARD";
T03;40186237;"SEMINARIO: ""E. GOFFMAN: FILOSOFIA Y VIDA COTIDIAN";
T03;40186238;SEM. LA INCIDENCIA DE LO HISTORICO;
T03;40186239;"SEMINARIO: ""ARGUMENTACION Y PASION”";
T03;40186240;"SEMINARIO: ""FUNCION HERMENEUTICA DEL LENGUAJE”";
T03;40186241;"SEM.INTRODUCCION ESTETICA DE HEGEL""";
T03;40186242;"SEMINARIO: ""FICHTE: LA DOCTRINA DE LA CIENCIA”";
T03;40186243;"SEMINARIO: ""LA FENOMENOLOGÍA EN SARTRE""";
T03;40186244;SEMINARIO: TEORIA DE MODELOS;
T03;41186108;SEMINARIO DE TRADUCCION ITALIANO;
T03;40186245;"""SEMINARIO DE INVESTIGACION FILOLOGICA""";
T03;40186246;SEMINARIO DE HISTORIA DE LA CULTURA;
T03;40186247;CURSILLO DE HISTORIA MODERNA;
T03;42186126;SEM ASPECTOS Y PROBLEMAS DEL CONCEPTO DE PUEBLO;
T03;44186218;"SEM DE PREHIST Y ARQUEOL.""CS.Y TEC.APLIC.ARQUEO.""";
T03;46186901;TESIS DOCTORAL;
T03;40178111;"SEM.""INT. A LA SEG. FILOSOFIA DE WITTGENSTEIN""";
T03;41186085;" SEMINARIO ""LECTURA Y ENSEÑANZA """;
T03;41186086;"SEMINARIO "" ASPECTOS DEL DISCURSO ARGUMENTATIVO """;
T03;41186087;"SEMINARIO "" LA LIRICA DE CATULO """;
T03;41186088;"SEMINARIO "" LA MUJER EN EL MITO CLASICO """;
T03;41186089;"SEMINARIO "" GENEALOGIA Y SOCIABILIDAD “";
T03;42186076;"SEMINARIO "" LECTURA Y ENSE�ANZA “";
T03;42186077;"SEMINARIO "" ASPECTOS DEL DISCURSO ARGUMENTATIVO""";
T03;42186078;"SEMINARIO "" LA LIRICA DE CATULO """;
T03;42186079;"SEMINARIO "" LA MUJER EN EL MITO CLASICO """;
T03;42186095;"SEMINARIO "" GENEALOGIA Y SOCIABILIDAD """;
T03;46186171;DESARROLLO DEL ADOLESCENTE (MATERIA ELECTIVA);
T03;46186172;DELINCUENCIA Y CRIMINALIDAD (MATERIA ELECTIVA);
T03;40178036;PRUEBA SUFICIENCIA IDIOMA ALEMAN;
T03;44186193;ANTROPOLOGIA RURAL;
T03;41186109;GRAMATICA II (OPTATIVA I);
T03;41186110;GRAMATICA III (OPTATIVA I);
T03;41186111;HERMENEUTICA DEL TEXTO LITERARIO (OPTATIVA I);
T03;41186112;LITERATURA ARGENTINA I(OPTATIVA I);
T03;41186113;LITERATURA ARGENTINA II (OPTATIVA I);
T03;41186114;LITERATURA CLASICA GRIEGA Y LATINA (OPTATIVA I);
T03;41186115;LITERATURA ESPAÑOLA I (OPTATIVA I);
T03;41186116;LITERATURA ESPAÑOLA II (OPTATIVA I);
T03;41186117;LITERATURA HISPANOAMERICANA  (OPTATIVA I);
T03;41186118;LITERATURA HISPANOAMERICANA II (OPTATIVA I);
T03;41186119;LITERATURA ITALIANA (OPTATIVA I);
T03;41186120;METODOLOGIA DEL ESTUDIO LITERARIO II (OPTATIVA I);
T03;41186121;METOD. Y TECNIC. INVEST. CIENTIFICA (OPTATIVA I);
T03;41186122;SEMI.DEL PENSAMIENTO LATINOAMERICANO(OPTATIVA I);
T03;41186123;SOCIOLOGIA DE LA OBRA LITERARIA (OPTATIVA I);
T03;41186124;TEORIA LITERARIA (OPTATIVA I);
T03;41186125;ANTROPOLOGIA SOCIAL Y CULTURAL (OPTATIVA II);
T03;41186126;HISTORIA DE AMERICA I (OPTATIVA II);
T03;41186127;HISTORIA ESPAÑA (OPTATIVA II);
T03;41186128;HISTORIA DE LA CULTURA (OPTATIVA II);
T03;41186129;HISTORIA DE LA EDAD MEDIA (OPTATIVA II);
T03;41186130;METOD.DE LA INVESTIGACION HISTORICA(OPTATIVA II);
T03;41186131;PALEOGRAFIA Y DIPLOMATICA (OPTATIVA II);
T03;41186132;PREHISTORIA Y ARQUEOLOGIA (OPTATIVA II;
T03;41186133;ANTROPOLOGIA FILOSOFICA (OPTATIVA III);
T03;41186134;EPISTEMOLOGIA DE LAS CIENCIAS SOCIALES (OPT.III);
T03;41186135;ESTETICA (OPTATIVA III);
T03;41186136;ETICA I (OPTATIVA III;
T03;41186137;FILOSOFIA DE LAS RELIGIONES (OPTATIVA III;
T03;41186138;OPTATIVA - FILOSOFIA DEL LENGUAJE II;
T03;41186139;FILOSOFIA MEDIEVAL (OPTATIVA ;
T03;41186140;INTRODUCCION  PROBLEMATICA FILOSOFICA;
T03;41186141;METAFISICA I (OPTATIVA III);
T03;46178110;SEM.ENTREVISTA PSICOTERAPEUTICA EN PAREJA Y FLIA;
T03;46178115;"SEMINARIO "" LA PAREJA """;
T03;46178851;"SEMINARIO:""PSICOGENESIS DE LA LENGUA ESCRITA II""  32 32";
T03;44193159;"""SEMIOTICA LITERARIA I""";
T03;46186001;INTROD.A LA FILOSOFIA – ELECTIVA;
T03;46186097;"""PSICOLOGIA DE LA PERSONALIDAD"" MATERIA ELECTIVA";
T03;42186082;"""SEMIOTICA FILMICA Y TELEVISIVA""";
T03;42186127;FILOSOFIA DEL LENGUAJE;
T03;41186063;FILOSOFIA DEL LENGUAJE;
T03;42178062;PRUEBA SUFICIENCIA IDIOMA PORTUGUES;
T03;42186096;SEMINARIO PASOLINI. LITERATURA Y CINE (ESC.LETRAS;
T03;42186097;SEM. VOCES EN EL EXILIO.EL DISC. NORAH LANGE;
T03;42186098;SEMINARIO ASPECTOS DEL DISCURSO ARGUMENTATIVO;
T03;46186229;TEORIA DE LA TECNICA EN ANALISIS INST. (MAT. ELEC;
T03;46186230;PS.REHABILITACION DEL DISC.MOTOR Y SENS.ADULTO;
T03;46186231;SEMINARIO PSICOLOGIA Y MARKETING;
T03;46186232;SEM. PSICOSIS INFANTIL.ABORD. INST.PSICOANALITICO;
T03;46186233;SEM.CLINICA PSICOAN.HOY METAPSIC.FREUDIANA;
T03;46186234;SEM.LA ADOLESCENCIA Y LA PRACTICA INSTITUCIONAL;
T03;46186235;SEM.UNA ARQUITECTONICA PARA LA PSICOLOGIA;
T03;46186236;SEM APROXIMAC AL PSICOANAL CONF VINCULAR:FAMILIA;
T03;46186237;SEM.INTR. A LA PSICOLOGIA SOCIAL COGNITIVA;
T03;46186238;SEM. MINORIDAD:PROBLEMAS Y ENCRUCIJA;
T03;44193231;SOCIOLOGIA HISTORICA;
T03;44186219;OP.SOCIOLOGIA HISTORICA;
T03;44193232;SEMINARIO DE HISTORIA MODERNA;
T03;44193233;SEMINARIO DE ANTROPOLOGIA;
T03;44193234;CURSILLO DE PREHISTORIA Y ARQUEOLOGIA;
T03;44186220;SEMINARIO DE ANTROPOLOGIA;
T03;44186221;CURSILLO DE PREHISTORIA Y ARQUEOLOGIA;
T03;44186222;CURSILLO DE HISTORIA DEL PENSAMIENTO;
T03;44186223;SEMINARIO DE HISTORIA MODERNA;
T03;40178099;SEMINARIO FENOMENOLOGIA EN SARTRE;
T03;40186248;UNA VISION HERMENEUTICA DEL TIEMPO EN LA FICCION;
T03;44186224;SEMINARIO HISTORIA DE LA EDAD MEDIA;
T03;44186225;SEMINARIO DE ARQUEOLOGIA;
T03;44186226;CURSILLO DE ECONOMIA POLITICA;
T03;44186227;HISTORIA DE LA CULTURA MODERNA;
T03;40178196;SEMINARIO RORTY;
T03;46186239;SOCIOLOGIA GRAL Y SOC EDUCACION;
T03;42186067;TEORIA DE LA COMUNICACION SOCIAL;
T03;40186249;DESCARTES  Y LA TRADUCCION HERMENEUTICA;
T03;40186250;SEM. FILOSOFIA DE LA HISTORIA ARGENTINA;
